Time,X(m),Y(m),Z(m)
1533,-3331294.883493,5318285.21005763,2830422.69107136
1534,-3331397.32950868,5318276.6891185,2830318.49511082
1535,-3331499.77388471,5318268.16591699,2830214.29776299
1536,-3331602.21666429,5318259.64042604,2830110.09902794
1537,-3331704.65784737,5318251.11264564,2830005.89890571
1538,-3331807.09743391,5318242.58257579,2829901.69739635
1539,-3331909.51923953,5318234.06006304,2829797.49504868
1540,-3332011.95567615,5318225.52538721,2829693.29076576
1541,-3332114.39047283,5318216.98844933,2829589.08509532
1542,-3332216.8236728,5318208.44922199,2829484.87803796
1543,-3332319.25527601,5318199.9077052,2829380.66959373
1544,-3332421.68586321,5318191.36382804,2829276.45921386
1545,-3332524.11427276,5318182.81773233,2829172.24799603
1546,-3332626.54050466,5318174.26941811,2829068.0359403
1547,-3332728.96572041,5318165.71874351,2828963.82194908
1548,-3332831.38933917,5318157.16577945,2828859.60657125
1549,-3332933.79575767,5318148.62030465,2828755.38980684
1550,-3333036.21564487,5318140.06280588,2828651.17220477
1551,-3333138.63447249,5318131.50297378,2828546.9526674
1552,-3333241.05112228,5318122.94092292,2828442.73229301
1553,-3333343.46733628,5318114.37644088,2828338.50943399
1554,-3333445.88141555,5318105.8097133,2828234.28573752
1555,-3333548.29385432,5318097.24072336,2828130.06065479
1556,-3333650.70407186,5318088.66954213,2828025.83473475
1557,-3333753.11331595,5318080.09597329,2827921.60687967
1558,-3333855.52096268,5318071.52011467,2827817.377639
1559,-3333957.91145214,5318062.95172152,2827713.14701175
1560,-3334060.31532326,5318054.37135572,2827608.91554742
1561,-3334162.71875814,5318045.78855821,2827504.68159927
1562,-3334265.12001479,5318037.20354236,2827400.44681416
1563,-3334367.51967383,5318028.61623705,2827296.21064318
1564,-3334469.91777841,5318020.02661518,2827191.97308641
1565,-3334572.31424207,5318011.43473094,2827087.73414389
1566,-3334674.70852737,5318002.84062844,2826983.49436464
1567,-3334777.10183871,5317994.24413818,2826879.25265078
1568,-3334879.47844358,5317985.65512586,2826775.00900233
1569,-3334981.86851599,5317977.05408406,2826670.76451732
1570,-3335084.25645313,5317968.45079694,2826566.51919581
1571,-3335186.64332967,5317959.84517623,2826462.27193986
1572,-3335289.02856496,5317951.23729315,2826358.02329853
1573,-3335391.41224543,5317942.6270935,2826253.77327184
1574,-3335493.79437105,5317934.01457696,2826149.52186041
1575,-3335596.17485527,5317925.39979837,2826045.2690632
1576,-3335698.55374131,5317916.78273031,2825941.0148808
1577,-3335800.93107235,5317908.16334568,2825836.75931326
1578,-3335903.29111615,5317899.55151321,2825732.50236064
1579,-3336005.6652074,5317890.92757704,2825628.24402298
1580,-3336108.03716304,5317882.30139567,2825523.98484941
1581,-3336210.40805755,5317873.67288057,2825419.72374184
1582,-3336312.77739683,5317865.04204888,2825315.46124939
1583,-3336415.14505119,5317856.40898195,2825211.19737211
1584,-3336517.5117739,5317847.77349989,2825106.93156094
1585,-3336619.87623115,5317839.135854,2825002.66491414
1586,-3336722.23797217,5317830.49603412,2824898.39798144
1587,-3336824.5993186,5317821.85375507,2824794.12856534
1588,-3336926.94337762,5317813.21903121,2824689.85776468
1589,-3337029.30148341,5317804.57220063,2824585.58557949
1590,-3337131.65803363,5317795.92305345,2824481.31200983
1591,-3337234.0123614,5317787.27171544,2824377.0376049
1592,-3337336.36629434,5317778.61791747,2824272.76071782
1593,-3337438.71800471,5317769.96192899,2824168.48299505
1594,-3337541.06811613,5317761.30365102,2824064.203888
1595,-3337643.41604818,5317752.64315514,2823959.92394592
1596,-3337745.76296155,5317743.98029823,2823855.6420705
1597,-3337848.10827582,5317735.31515184,2823751.35881096
1598,-3337950.43638896,5317726.65750939,2823647.07416735
1599,-3338052.77850495,5317717.98778433,2823542.78813973
1600,-3338155.11964525,5317709.31567103,2823438.50017893
1601,-3338257.45793923,5317700.64146578,2823334.21193266
1602,-3338359.79530065,5317691.96484515,2823229.9217533
1603,-3338462.13101951,5317683.28596216,2823125.63019014
1604,-3338564.46513896,5317674.60478969,2823021.33724322
1605,-3338666.79707872,5317665.92139944,2822917.04346184
1606,-3338769.12804249,5317657.23562089,2822812.74774757
1607,-3338871.44176174,5317648.5573761,2822708.45064968
1608,-3338973.77006351,5317639.86697396,2822604.1516195
1609,-3339076.09614217,5317631.17438151,2822499.85175455
1610,-3339178.42070761,5317622.47944529,2822395.55050616
1611,-3339280.74304991,5317613.7823185,2822291.24842366
1612,-3339383.06441593,5317605.08280332,2822186.94440852
1613,-3339485.38409573,5317596.38105293,2822082.63901008
1614,-3339587.70221893,5317587.67698592,2821978.33222839
1615,-3339690.01816206,5317578.97070124,2821874.02461283
1616,-3339792.33370889,5317570.26195628,2821769.71451547
1617,-3339894.63143081,5317561.56081992,2821665.40358435
1618,-3339996.9431543,5317552.84759525,2821561.09127019
1619,-3340099.25327775,5317544.13208108,2821456.77757303
1620,-3340201.56122101,5317535.41434901,2821352.46304283
1621,-3340303.86756413,5317526.69432778,2821248.14712922
1622,-3340406.17293043,5317517.97191801,2821143.82928341
1623,-3340508.4766533,5317509.24724591,2821039.51005481
1624,-3340610.77935603,5317500.52021236,2820935.18889408
1625,-3340713.07925503,5317491.79106036,2820830.86744945
1626,-3340815.37822026,5317483.05949232,2820726.54407333
1627,-3340917.6599838,5317474.33543721,2820622.21931409
1628,-3341019.95570499,5317465.59931793,2820517.89317232
1629,-3341122.24978249,5317456.86093631,2820413.56564807
1630,-3341224.54230269,5317448.12023804,2820309.23674139
1631,-3341326.83322234,5317439.37725028,2820204.90645232
1632,-3341429.1225846,5317430.63194586,2820100.57478094
1633,-3341531.410303,5317421.8843791,2819996.24172727
1634,-3341633.69642072,5317413.13452284,2819891.90729138
1635,-3341735.98035768,5317404.38244917,2819787.57202279
1636,-3341838.24767286,5317395.63781876,2819683.23482261
1637,-3341940.5290315,5317386.88106716,2819578.89624036
1638,-3342042.80874607,5317378.12205322,2819474.55627609
1639,-3342145.08685973,5317369.36074978,2819370.21492985
1640,-3342247.36395243,5317360.59708468,2819265.87165217
1641,-3342349.63882093,5317351.83122939,2819161.52754214
1642,-3342451.91159488,5317343.06310245,2819057.18259981
1643,-3342554.18330454,5317334.29264069,2818952.83572674
1644,-3342656.45345626,5317325.51986258,2818848.48747141
1645,-3342758.72134046,5317316.74492151,2818744.13838398
1646,-3342860.97264582,5317307.9773994,2818639.78736538
1647,-3342963.23799396,5317299.19775308,2818535.43496523
1648,-3343065.50227749,5317290.41577218,2818431.080634
1649,-3343167.76437978,5317281.63157402,2818326.72547087
1650,-3343270.0248807,5317272.84508634,2818222.36892634
1651,-3343372.28378019,5317264.05630917,2818118.01100045
1652,-3343474.54054156,5317255.26528761,2818013.65224285
1653,-3343576.79623809,5317246.47193144,2817909.29155441
1654,-3343679.04975326,5317237.67635777,2817804.93003491
1655,-3343781.3016236,5317228.87852211,2817700.56713373
1656,-3343883.53753789,5317220.08800874,2817596.20175222
1657,-3343985.78687121,5317211.28546766,2817491.83553928
1658,-3344088.03451638,5317202.48069144,2817387.46794534
1659,-3344190.28064622,5317193.67357135,2817283.09897046
1660,-3344292.52508786,5317184.8642158,2817178.72861521
1661,-3344394.76797081,5317176.05254387,2817074.35687858
1662,-3344497.00871531,5317167.23862767,2816969.98431083
1663,-3344599.24839445,5317158.42237674,2816865.60981267
1664,-3344701.48709458,5317149.60373664,2816761.23338414
1665,-3344803.72298994,5317140.78297913,2816656.85667434
1666,-3344905.94221953,5317131.96970068,2816552.47803426
1667,-3345008.17553372,5317123.1442648,2816448.09801364
1668,-3345110.40720255,5317114.3165666,2816343.71661254
1669,-3345212.63731239,5317105.4865517,2816239.333831
1670,-3345314.86573357,5317096.65430166,2816134.94966907
1671,-3345417.09255247,5317087.81976211,2816030.56412681
1672,-3345519.31843516,5317078.9828061,2815926.17665453
1673,-3345621.54151287,5317070.14373289,2815821.7889015
1674,-3345723.76361109,5317061.30227041,2815717.39921855
1675,-3345825.96784071,5317052.46846193,2815613.00870523
1676,-3345928.18669079,5317043.62244792,2815508.61626208
1677,-3346030.40398159,5317034.7741169,2815404.22243943
1678,-3346132.61962655,5317025.92352385,2815299.82723628
1679,-3346234.83371209,5317017.0706141,2815195.4306532
1680,-3346337.04673138,5317008.21536936,2815091.03214045
1681,-3346439.25752511,5316999.35793495,2814986.63279766
1682,-3346541.46675929,5316990.49818382,2814882.23207511
1683,-3346643.67381106,5316981.63621588,2814777.83052266
1684,-3346745.87988282,5316972.77185853,2814673.42704073
1685,-3346848.06817233,5316963.91510391,2814569.02272901
1686,-3346950.27090866,5316955.04624943,2814464.6164879
1687,-3347052.47217167,5316946.17502382,2814360.20886727
1688,-3347154.67178849,5316937.30153559,2814255.79986772
1689,-3347256.86984542,5316928.42573094,2814151.38948821
1690,-3347359.06625604,5316919.54766398,2814046.97772934
1691,-3347461.26106351,5316910.66730749,2813942.56459117
1692,-3347563.4542678,5316901.78466147,2813838.15007373
1693,-3347665.64528933,5316892.89979877,2813733.73472698
1694,-3347767.83533034,5316884.01254651,2813629.31745118
1695,-3347870.00754583,5316875.13292702,2813524.89934673
1696,-3347972.19491647,5316866.24105036,2813420.47876286
1697,-3348074.3801042,5316857.34695704,2813316.0573499
1698,-3348176.56364528,5316848.45060141,2813211.63455798
1699,-3348278.7456693,5316839.55190182,2813107.21038717
1700,-3348380.92604656,5316830.65093992,2813002.7848375
1701,-3348483.10482026,5316821.7476885,2812898.35790904
1702,-3348585.28199033,5316812.84214755,2812793.92960183
1703,-3348687.4569773,5316803.93439003,2812689.50046589
1704,-3348789.63156266,5316795.02416984,2812585.06885136
1705,-3348891.78774295,5316786.12165882,2812480.63695819
1706,-3348993.95849815,5316777.20696007,2812376.20313651
1707,-3349096.12764952,5316768.28997179,2812271.76793633
1708,-3349198.29519701,5316759.37069398,2812167.33135771
1709,-3349300.4611838,5316750.44909942,2812062.8934007
1710,-3349402.62552341,5316741.52524255,2811958.45406535
1711,-3349504.78821584,5316732.59912306,2811854.01335225
1712,-3349606.94992675,5316723.67061406,2811749.57071035
1713,-3349709.10945421,5316714.73988858,2811645.12724028
1714,-3349811.25070624,5316705.81679355,2811540.68349218
1715,-3349913.40698221,5316696.88151656,2811436.23726591
1716,-3350015.56169717,5316687.94392282,2811331.78966161
1717,-3350117.71480787,5316679.00403954,2811227.34067933
1718,-3350219.86631426,5316670.06186673,2811122.89031912
1719,-3350322.0162595,5316661.11737715,2811018.43858104
1720,-3350424.16513644,5316652.1705521,2810913.98491503
1721,-3350526.31182964,5316643.22151067,2810809.53042133
1722,-3350628.45633912,5316634.2702526,2810705.07510055
1723,-3350730.59978012,5316625.31665936,2810600.61785146
1724,-3350832.7249889,5316616.37067255,2810496.16032499
1725,-3350934.86526397,5316607.41247332,2810391.70032072
1726,-3351037.00393439,5316598.45198456,2810287.23893894
1727,-3351139.14095691,5316589.48923349,2810182.77617968
1728,-3351241.27699712,5316580.52409237,2810078.31149285
1729,-3351343.41089656,5316571.55670744,2809973.84597934
1730,-3351445.54314793,5316562.58706051,2809869.37908798
1731,-3351547.67383765,5316553.61509681,2809764.91081935
1732,-3351649.80283603,5316544.64089805,2809660.44117351
1733,-3351751.93027267,5316535.6643825,2809555.9701505
1734,-3351854.03939068,5316526.69553111,2809451.49885078
1735,-3351956.16361733,5316517.71443682,2809347.02507362
1736,-3352058.28681805,5316508.7309796,2809242.54936924
1737,-3352160.40783448,5316499.74530622,2809138.07283811
1738,-3352262.52724574,5316490.75734329,2809033.59493007
1739,-3352364.64505179,5316481.76709082,2808929.11564518
1740,-3352466.76125258,5316472.77454881,2808824.63498348
1741,-3352568.87589129,5316463.77969001,2808720.15294503
1742,-3352670.98888144,5316454.78256892,2808615.66952988
1743,-3352773.100223,5316445.78318553,2808511.18473808
1744,-3352875.19386823,5316436.7913688,2808406.69911995
1745,-3352977.30204218,5316427.78737909,2808302.21157555
1746,-3353079.40861057,5316418.78110013,2808197.72265411
1747,-3353181.51357341,5316409.77253163,2808093.23235623
1748,-3353283.61693065,5316400.7616736,2807988.74068196
1749,-3353385.71872545,5316391.74849876,2807884.24763134
1750,-3353487.81887137,5316382.73306163,2807779.75320443
1751,-3353589.91745475,5316373.7153077,2807675.25740128
1752,-3353692.01492497,5316364.69524514,2807570.75967162
1753,-3353794.09465557,5316355.68277927,2807466.26111613
1754,-3353896.18784253,5316346.65823061,2807361.7617349
1755,-3353998.27933719,5316337.63144693,2807257.26097765
1756,-3354100.36926917,5316328.60234617,2807152.75884496
1757,-3354202.45821733,5316319.57085529,2807048.25478546
1758,-3354304.54547304,5316310.53712937,2806943.74935007
1759,-3354406.6312091,5316301.50105939,2806839.24253886
1760,-3354508.71587478,5316292.46265343,2806734.73380148
1761,-3354610.79839855,5316283.42200433,2806630.22423875
1762,-3354712.87927291,5316274.37909295,2806525.71330034
1763,-3354814.94290013,5316265.34376188,2806421.20098684
1764,-3354917.02002628,5316256.29631817,2806316.68784764
1765,-3355019.0955029,5316247.24661221,2806212.17333293
1766,-3355121.16995207,5316238.19454296,2806107.65689234
1767,-3355223.24283803,5316229.14015688,2806003.13907633
1768,-3355325.31460999,5316220.083462,2805898.61933451
1769,-3355427.38423977,5316211.02452408,2805794.09876779
1770,-3355529.452263,5316201.96329661,2805689.57682582
1771,-3355631.51872285,5316192.89975231,2805585.05350862
1772,-3355733.58353286,5316183.83394574,2805480.52881626
1773,-3355835.63109553,5316174.77572278,2805376.00274879
1774,-3355937.69215654,5316165.705384,2805271.47585674
1775,-3356039.75156761,5316156.63278296,2805166.94758969
1776,-3356141.81052952,5316147.5577446,2805062.4168467
1777,-3356243.86734896,5316138.4804633,2804957.88527928
1778,-3356345.92251831,5316129.40091971,2804853.35233702
1779,-3356447.97608072,5316120.31908657,2804748.81801994
1780,-3356550.02799299,5316111.23499085,2804644.28232865
1781,-3356652.07838462,5316102.14855133,2804539.74526211
1782,-3356754.12712597,5316093.05984952,2804435.20682093
1783,-3356856.15870624,5316083.97867978,2804330.66700513
1784,-3356958.20419016,5316074.88542644,2804226.12581479
1785,-3357060.24753136,5316065.78993029,2804121.58380051
1786,-3357162.28984407,5316056.69207057,2804017.03986123
1787,-3357264.33059271,5316047.59189402,2803912.49454755
1788,-3357366.36969082,5316038.48945518,2803807.94785953
1789,-3357468.40718157,5316029.3847268,2803703.39979721
1790,-3357570.44248626,5316020.27778262,2803598.85091178
1791,-3357672.47680536,5316011.16844784,2803494.30010103
1792,-3357774.49445549,5316002.06662828,2803389.74736553
1793,-3357876.52551639,5315992.95274196,2803285.19380654
1794,-3357978.55439104,5315983.83664021,2803180.63942414
1795,-3358080.58223674,5315974.71817478,2803076.08311714
1796,-3358182.60789613,5315965.59749395,2802971.52598684
1797,-3358284.63252646,5315956.47444942,2802866.96693202
1798,-3358386.65554908,5315947.34911501,2802762.40650391
1799,-3358488.67696388,5315938.22149136,2802657.84470147
1800,-3358590.69734944,5315929.09150394,2802553.28097463
1801,-3358692.71559171,5315919.95927385,2802448.71642478
1802,-3358794.71658616,5315910.83463608,2802344.15050129
1803,-3358896.73156937,5315901.69785447,2802239.58320423
1804,-3358998.74436599,5315892.55885755,2802135.01508435
1805,-3359100.75613314,5315883.41749683,2802030.44504029
1806,-3359202.76575684,5315874.27389352,2801925.87417353
1807,-3359304.77430777,5315865.12795368,2801821.30138268
1808,-3359406.78178586,5315855.97967728,2801716.72666779
1809,-3359508.78712037,5315846.8291583,2801612.15113035
1810,-3359610.79084662,5315837.67634976,2801507.57421968
1811,-3359712.79300776,5315828.52122435,2801402.99593586
1812,-3359814.77792093,5315819.37369426,2801298.41627891
1813,-3359916.77682214,5315810.21401733,2801193.8352489
1814,-3360018.77353647,5315801.0521249,2801089.25339718
1815,-3360120.76979926,5315791.88779445,2800984.66907042
1816,-3360222.76333976,5315782.72129592,2800880.08447231
1817,-3360324.75580698,5315773.55246074,2800775.49795055
1818,-3360426.74666558,5315764.38133599,2800670.91005599
1819,-3360528.73595873,5315755.20789436,2800566.32078867
1820,-3360630.72351358,5315746.03224511,2800461.73014865
1821,-3360732.70958929,5315736.85422435,2800357.13813596
1822,-3360834.67846007,5315727.68377458,2800252.54475068
1823,-3360936.66185342,5315718.50112779,2800147.949442
1824,-3361038.6418595,5315709.31644197,2800043.35441388
1825,-3361140.62145666,5315700.12929056,2799938.75691109
1826,-3361242.59890968,5315690.93989681,2799834.15858677
1827,-3361344.57528889,5315681.74816627,2799729.55833925
1828,-3361446.55005907,5315672.55414618,2799624.95671943
1829,-3361548.52326336,5315663.35780919,2799520.35372736
1830,-3361650.49481532,5315654.15920995,2799415.7493631
1831,-3361752.44911901,5315644.96821172,2799311.1436267
1832,-3361854.4180742,5315635.76493139,2799206.53596784
1833,-3361956.38422022,5315626.55953836,2799101.9280382
1834,-3362058.34937848,5315617.35175382,2798997.31818568
1835,-3362160.31284099,5315608.14173435,2798892.70696122
1836,-3362262.27478052,5315598.92937066,2798788.09436487
1837,-3362364.23444593,5315589.71484674,2798683.48094762
1838,-3362466.19312337,5315580.49793125,2798578.86560766
1839,-3362568.1502345,5315571.27869886,2798474.24889596
1840,-3362670.10627114,5315562.0571295,2798369.63026163
1841,-3362772.04448106,5315552.84323887,2798265.01080661
1842,-3362873.99676341,5315543.61713804,2798160.38998002
1843,-3362975.94681463,5315534.38884973,2798055.76833288
1844,-3363077.89587758,5315525.15816978,2797951.14476329
1845,-3363179.84328755,5315515.92522758,2797846.51982227
1846,-3363281.78908771,5315506.6899958,2797741.89350988
1847,-3363383.73327801,5315497.45247446,2797637.26582617
1848,-3363485.67585845,5315488.21266323,2797532.63677172
1849,-3363587.61682891,5315478.97056273,2797428.00634551
1850,-3363689.55618938,5315469.72617266,2797323.37454814
1851,-3363791.47834446,5315460.48936226,2797218.74137964
1852,-3363893.41452806,5315451.240366,2797114.10684008
1853,-3363995.34843699,5315441.98920973,2797009.47148056
1854,-3364097.28140033,5315432.73563434,2796904.83419903
1855,-3364199.21328839,5315423.47972179,2796800.19499552
1856,-3364301.14298808,5315414.22159457,2796695.5549722
1857,-3364403.07049935,5315404.96125271,2796590.91412917
1858,-3364504.99640035,5315395.69862099,2796486.27191592
1859,-3364606.92131226,5315386.43359772,2796381.62778034
1860,-3364708.82897543,5315377.17618415,2796276.98227411
1861,-3364810.75058009,5315367.90663671,2796172.33539727
1862,-3364912.67066065,5315358.63474501,2796067.68714988
1863,-3365014.5885094,5315349.36066609,2795963.03808311
1864,-3365116.5059469,5315340.08412021,2795858.38654364
1865,-3365218.4211093,5315330.80541447,2795753.73418489
1866,-3365320.33470426,5315321.52439149,2795649.08045633
1867,-3365422.24611044,5315312.24115431,2795544.4259081
1868,-3365524.1565271,5315302.95552514,2795439.76943846
1869,-3365626.06528975,5315293.66763375,2795335.11159863
1870,-3365727.95684671,5315284.3873277,2795230.45238866
1871,-3365829.86296566,5315275.09478232,2795125.79125741
1872,-3365931.76689568,5315265.80002248,2795021.1293073
1873,-3366033.66863673,5315256.5030482,2794916.4665384
1874,-3366135.56938796,5315247.20368185,2794811.80184836
1875,-3366237.46848492,5315237.90205327,2794707.13578844
1876,-3366339.36597079,5315228.59813512,2794602.46835869
1877,-3366441.26180231,5315219.29195474,2794497.79955914
1878,-3366543.1555311,5315209.98350528,2794393.1299411
1879,-3366645.04876135,5315200.67264317,2794288.45785091
1880,-3366746.92425099,5315191.36941724,2794183.78494231
1881,-3366848.81363753,5315182.05407884,2794079.11066415
1882,-3366950.7014559,5315172.7364235,2793974.43501645
1883,-3367052.58708501,5315163.41655354,2793869.75855108
1884,-3367154.47172374,5315154.09429168,2793765.08016449
1885,-3367256.35470779,5315144.7697676,2793660.40040852
1886,-3367358.2360803,5315135.44295394,2793555.71928323
1887,-3367460.1164191,5315126.11377537,2793451.03623737
1888,-3367561.99403375,5315116.7824305,2793346.35292488
1889,-3367663.87057141,5315107.44874809,2793241.66769193
1890,-3367765.72990306,5315098.122657,2793136.98108985
1891,-3367867.60321729,5315088.78439572,2793032.29311871
1892,-3367969.47491974,5315079.44384486,2792927.60377856
1893,-3368071.34381157,5315070.10118228,2792822.91417266
1894,-3368173.21233351,5315060.7560249,2792718.22209464
1895,-3368275.07920035,5315051.40860531,2792613.52864776
1896,-3368376.94503302,5315042.05882069,2792508.8332807
1897,-3368478.80867587,5315032.70682192,2792404.13709625
1898,-3368580.67017211,5315023.35258165,2792299.44009446
1899,-3368682.51499679,5315014.00588731,2792194.74117265
1900,-3368784.37380345,5315004.64701978,2792090.04088277
1901,-3368886.2309979,5314995.28586298,2791985.33922379
1902,-3368988.08658013,5314985.92241659,2791880.63619631
1903,-3369089.94055009,5314976.55668062,2791775.93180039
1904,-3369191.79295095,5314967.18862767,2791671.22603606
1905,-3369293.64369627,5314957.81831252,2791566.51890338
1906,-3369395.49282919,5314948.44570779,2791461.8104024
1907,-3369497.34030649,5314939.07084085,2791357.10053318
1908,-3369599.18568001,5314929.69370515,2791252.38984722
1909,-3369701.01442493,5314920.32409086,2791147.67724166
1910,-3369802.8570647,5314910.94235548,2791042.96326802
1911,-3369904.69871272,5314901.55822748,2790938.24737486
1912,-3370006.53817043,5314892.17188552,2790833.53066517
1913,-3370108.3754378,5314882.78332963,2790728.81313904
1914,-3370210.21171329,5314873.39238112,2790624.09369353
1915,-3370312.0463328,5314863.9991704,2790519.3728802
1916,-3370413.87938268,5314854.60364271,2790414.65069908
1917,-3370515.71077656,5314845.20585251,2790309.92715076
1918,-3370617.54051428,5314835.80580042,2790205.20223422
1919,-3370719.35313195,5314826.41329352,2790100.47595005
1920,-3370821.17968696,5314817.00863517,2789995.7482983
1921,-3370923.00467213,5314807.60165982,2789891.01927903
1922,-3371024.82791464,5314798.19247708,2789786.28889227
1923,-3371126.64905286,5314788.78102573,2789681.55768965
1924,-3371228.46919867,5314779.36718163,2789576.82456811
1925,-3371330.28768809,5314769.95107533,2789472.09007924
1926,-3371432.10460746,5314760.53265205,2789367.3542231
1927,-3371533.91987037,5314751.11196626,2789262.61700028
1928,-3371635.73351992,5314741.68899119,2789157.87840975
1929,-3371737.52938534,5314732.27369495,2789053.13900371
1930,-3371839.33980812,5314722.84614101,2788948.397679
1931,-3371941.14866063,5314713.41627008,2788843.65498729
1932,-3372042.95585644,5314703.98413695,2788738.9109286
1933,-3372144.76081803,5314694.54981756,2788634.16605463
1934,-3372246.56478671,5314685.11310527,2788529.41926218
1935,-3372348.36771925,5314675.67402714,2788424.67055182
1936,-3372450.1685038,5314666.23270824,2788319.92102579
1937,-3372551.96763143,5314656.78912716,2788215.17013306
1938,-3372653.74950912,5314647.35317914,2788110.41787367
1939,-3372755.54487499,5314637.90506775,2788005.66479935
1940,-3372857.33916123,5314628.45461821,2787900.90980682
1941,-3372959.13187678,5314619.00185165,2787796.15344778
1942,-3373060.92235781,5314609.54689895,2787691.39627398
1943,-3373162.71237965,5314600.08950459,2787586.63663039
1944,-3373264.50021007,5314590.62989667,2787481.87617216
1945,-3373366.28642643,5314581.16799916,2787377.11434762
1946,-3373468.07107187,5314571.70378464,2787272.35115684
1947,-3373569.85401678,5314562.23733535,2787167.58659987
1948,-3373671.61979798,5314552.77846729,2787062.82067675
1949,-3373773.39902354,5314543.3074604,2786958.05393929
1950,-3373875.17712578,5314533.83414265,2786853.28528405
1951,-3373976.95427744,5314524.358404,2786748.51471161
1952,-3374078.72861687,5314514.88055579,2786643.7438762
1953,-3374180.5019192,5314505.40034183,2786538.97112315
1954,-3374282.27360709,5314495.91783829,2786434.19700426
1955,-3374384.04368049,5314486.43304514,2786329.42151959
1956,-3374485.81218254,5314476.94593497,2786224.64466919
1957,-3374587.57902681,5314467.45656264,2786119.86645311
1958,-3374689.32866404,5314457.97480192,2786015.0868714
1959,-3374791.09285632,5314448.48077444,2785910.30537229
1960,-3374892.85427938,5314438.98460987,2785805.52361129
1961,-3374994.61413095,5314429.48612799,2785700.74048538
1962,-3375096.3723245,5314419.98538427,2785595.95599351
1963,-3375198.12943726,5314410.48230211,2785491.16958444
1964,-3375299.88497834,5314400.97690293,2785386.38181004
1965,-3375401.63890448,5314391.46921415,2785281.59267038
1966,-3375503.39125886,5314381.95920835,2785176.80216549
1967,-3375605.14253222,5314372.44686402,2785072.00974357
1968,-3375706.8760212,5314362.94221064,2784967.2165084
1969,-3375808.62348729,5314353.42536345,2784862.42190869
1970,-3375910.36876105,5314343.90630336,2784757.62649534
1971,-3376012.11303999,5314334.38484987,2784652.82916514
1972,-3376113.85508338,5314324.86121063,2784548.03102194
1973,-3376215.59608865,5314315.33520538,2784443.23096197
1974,-3376317.33547861,5314305.80691054,2784338.42953719
1975,-3376419.07378715,5314296.27627709,2784233.62619573
1976,-3376520.80998955,5314286.7433756,2784128.82204148
1977,-3376622.52898462,5314277.2180914,2784024.01652258
1978,-3376724.26191294,5314267.68063845,2783919.20963908
1979,-3376825.99318255,5314258.14092335,2783814.40139103
1980,-3376927.72230271,5314248.59896773,2783709.59233045
1981,-3377029.45042754,5314239.05461855,2783604.78135346
1982,-3377131.17631648,5314229.50808377,2783499.96956405
1983,-3377232.90178701,5314219.95907885,2783395.15530633
1984,-3377334.62497838,5314210.40791578,2783290.3402363
1985,-3377436.3465972,5314200.85443535,2783185.52380257
1986,-3377538.06664334,5314191.29863817,2783080.7060041
1987,-3377639.76943882,5314181.75048872,2782975.8868415
1988,-3377741.48621003,5314172.1901401,2782871.0663148
1989,-3377843.20136529,5314162.62750188,2782766.24442407
1990,-3377944.91432758,5314153.06265071,2782661.4217214
1991,-3378046.62682779,5314143.49535664,2782556.5965507
1992,-3378148.33655797,5314133.9259263,2782451.77112022
1993,-3378250.0452922,5314124.35410223,2782346.94377386
1994,-3378351.75236707,5314114.78001603,2782242.11506372
1995,-3378453.45720565,5314105.20374408,2782137.28554246
1996,-3378555.16109126,5314095.62505123,2782032.45410492
1997,-3378656.84772606,5314086.05400909,2781927.62130375
1998,-3378758.54833588,5314076.4707648,2781822.78713901
1999,-3378860.24790623,5314066.88515414,2781717.95105863
2000,-3378961.94528324,5314057.29733063,2781613.11416688
2001,-3379063.64051009,5314047.70726685,2781508.27646383
2002,-3379165.33407726,5314038.11494095,2781403.43739743
2003,-3379267.026648,5314028.52022089,2781298.59641612
2004,-3379368.71751573,5314018.92326647,2781193.75407101
2005,-3379470.40681,5314009.32399498,2781088.91036268
2006,-3379572.0944876,5313999.7224339,2780984.06529119
2007,-3379673.76553426,5313990.12842218,2780879.21830442
2008,-3379775.4499784,5313980.52228218,2780774.37050675
2009,-3379877.13284891,5313970.9138251,2780669.52134606
2010,-3379978.8140162,5313961.30313336,2780564.67082242
2011,-3380080.49307616,5313951.69017401,2780459.81948806
2012,-3380182.17047602,5313942.07495254,2780354.96679086
2013,-3380283.8468789,5313932.45733708,2780250.11217866
2014,-3380385.52162156,5313922.83745949,2780145.25620371
2015,-3380487.19532392,5313913.21521533,2780040.39831383
2016,-3380588.85124161,5313903.60067705,2779935.53961352
2017,-3380690.52113296,5313893.97393094,2779830.67955061
2018,-3380792.18940713,5313884.34489523,2779725.81812515
2019,-3380893.85610725,5313874.71354244,2779620.95533719
2020,-3380995.52110375,5313865.0799547,2779516.09118733
2021,-3381097.18394936,5313855.44412723,2779411.2262268
2022,-3381198.84517763,5313845.80601018,2779306.35990394
2023,-3381300.5059851,5313836.16542193,2779201.49111425
2024,-3381402.16455522,5313826.52264862,2779096.62151458
2025,-3381503.82150784,5313816.87758571,2778991.75055274
2026,-3381605.46125241,5313807.2401547,2778886.87822875
2027,-3381707.11496995,5313797.59051288,2778782.00454267
2028,-3381808.76706987,5313787.93858145,2778677.12949456
2029,-3381910.4170187,5313778.28440978,2778572.25363733
2030,-3382012.06588326,5313768.62789917,2778467.37586532
2031,-3382113.71313006,5313758.96909895,2778362.49673142
2032,-3382215.35813927,5313749.3081138,2778257.61678804
